review,Sentiment
"@LloydsBank It's OK, problem solved, thanks",POSITIVE
Been on the phone almost 4 hours to report fraud! Canâ€™t believe no one has answered! I will be changing all my accounts to Halifax! At least they answer urgent calls! ðŸ˜¡,NEGATIVE
@CeeLew @travisk @CloudKitchens @VICE @AdHocEmilie Im baffled the fact that so many people would order from these places. Very strange.,NEGATIVE
Just a quick question! Why doesn't the online system  list past regular payments  with amounts and dates?? Its very difficult trying to trace past payments when its needed ! Ta .,NEGATIVE
"Despite being a multi billion pound profit making organisation, they are still hiding behind Covid 19 as a reason for shocking service. The pandemic happened over 9 months ago - this is the new nom - sort it out!!",NEGATIVE
Those who live in glass houses shouldnâ€™t throw stones.,NEUTRAL
"It doesn't matter where you come from.
It only matters where you are and where you want to go.
Dean Graziosi https://t.co/tJXct5GhlI",NEUTRAL
"HSBC currently due to lockdown to wait and reach the operators from abroad is expensive. So, it would be beneficial if we can arrange a direct call with the operator and then catch up. Otherwise to wait 15-20 minutes is impossible by international calls.",NEGATIVE
"I received a text tonight from HSBC fraud alert, I contacted the fraud department and spoke to a lady who has cancelled my card but as a fraudulent transaction has already been made I needed to speak to another department I eventually got through to this department and the lady asked me my name so I gave her my name and she asked me to repeat it so I did and then she said she couldnâ€™t deal with me and that I need to go into the branch. Absolutely disgraceful service from HSBC",NEGATIVE
"Or from HSBC! I received one with an authorisation code for a payment and a message saying 'if this was not you, cancel immediately' and a link - but as I don't have an account with HSBC, it's a scam that your customers should be aware of.",NEGATIVE
@lovelycarolin14 I've sent you a private message with more information. Thanks ^SA,POSITIVE
Love this man,NEUTRAL
"The Barclays Center was a great environment when the team was bad, it's gonna to be bumping in there",POSITIVE
Laughable that a greed driven bank like yours gives two hoots about homeless people. Money over everything,NEGATIVE
"I choose to be quiet as I haven't found my voice yet despite embracing all twists, turns and challenges in my life and my being. I had different jobs, I have moved to different homes, different countries and pursued the dream of creating an NGO that serves the community and the environment in a totally new country for me. 6 years later, I look back and see how much I have achieved and meant for others (and myself). I thought this was my mission, to serve others but I forgot to fill my cup in this whole process and right now I'm broke, lost and couldn't even go beyond day 1 of OYF challenge as I had so much to purge... I know I have a lot to bring to the table just haven't figured out how to do it. The journey is more important than the destination right? So let's keep persevering cause if it was easy anyone could do it!",NEUTRAL
"@PatPenn2 @travisk Joe Biden is a radical environmental whack job sicko.

TALK TO SOMEONE ELSE",NEUTRAL
"Its so beautiful to see you two amazing souls continuing to bring love and abundance to everyone around you and your New addition, to an affinity of blessings to you guys",POSITIVE
"It would probably cause less aggro if HSBC started opening their branches for normal banking hours again, instead of the ridiculous 10 til 2 that every other local bank has ditched. And the others have an open door policy, whilst our local HSBC has controlled entry only. Their staff are behind glass screens, so why continue to restrict entry? Customers can quite easily socially distance themselves without having to stand outside in the rain whilst someone inside takes 15 minutes to sort a problem.",NEGATIVE
"Can customers who have been with you for over 3 decades get anything, or is it just the 0.01% interest rates that reward loyalty? It seems Iâ€™d have to close my accounts, then open new ones. I donâ€™t get the logic? ",NEGATIVE
This â€¦ when you stop ðŸ›‘ and think that everyoneâ€™s reaction is based upon a their experiences.,NEUTRAL
@driver_x_oz @dkhos @Uber @dkhos was just another @travisk — only difference Dara didn’t party around the globe and… https://t.co/h3wNK3aUrW,NEGATIVE
Dr John Demartini  Star of The Secret at the Vale Resort https://t.co/CNe2l1tbeE https://t.co/dWR7I9Yp1D,NEUTRAL
"RT @AndyvermautP: Tony Robbins, Dean Graziosi &amp; Russell Brunson GO LIVE! https://t.co/PGfXqXkv8u https://t.co/K2QLiavlqi",NEUTRAL
THANK YOU. ????,POSITIVE
Heâ€™s playing so much better than when the Clippers were at Barclays https://t.co/jHOzEm98Gs,POSITIVE
"RT @PatFlynn ""@BigBenQuality @BarbaraCorcoran @travisk @CoinGeek Thats not my profile, but thats my profile image. ??""",NEGATIVE
Thank you all those military soldiers who paid the ultimate sacrifice with their lives. We honor them today on Memorial Day and are all grateful for all the freedoms we have because of their courage and sacrifice. Thanks Tony for honoring them,NEUTRAL
Tony Robbins and Dean Graziosi (with special guest Russell Brunson) are going LIVE! https://t.co/m4qAu45wxA,NEUTRAL
This coming Sunday I will be back at Agape after spending over 100 hours studying with Dr John Demartini. I am so lâ€¦ https://t.co/qQYabRkTZw,NEUTRAL
@SanjayBDalal @travisk @Uber Research found another stuff uber treat its drivers as a piece of crap. Omg change it to other ride share,NEGATIVE
A quality life demands quality questions. - Dr. John Demartini #quote #ThankfulThursday https://t.co/xpf6xfWT0n,NEUTRAL
"@thomaskaine5 2/2:
Billy Graham
Oral Roberts
Benny Hinn
Jim Bakker
Also non-religious ""inspirational"" figures:
Tony https://t.co/CCAmr0k47a",NEUTRAL
THANK YOU. 🙏💐,POSITIVE
"RT @DemartiniDr: Did you know that if you read for just 30 minutes a day on a particular subject, in seven years you can be a leader in tha",NEUTRAL
Our Keynote Speaker; Dr John Demartini created programs to assist people with the seven key areas of life: Financia… https://t.co/ROYrvqy0kf,NEUTRAL
"Have you seen this?!

Tony Robbins and Dean Graziosi (with special guest Russell Brunson) are going LIVE!

Here’s j… https://t.co/ve4lxwLgUT",NEUTRAL
More people triggered! Doesnâ€™t take much to lure the racists out - #equality,NEGATIVE
"On the 24th May, we have an exciting Masterclass @TheValeResort, from 7:30  12:30pm. Attendees can experience a gr https://t.co/2JHkZGDcoz",NEUTRAL
@thomaskaine5 Blinking THIEF! Tony Robbins with a tax break.,NEGATIVE
@AstroGann33 @mindvalley thought about trying this many times....does it really work???,NEUTRAL
Our guest this week Dr John Demartini didnt let early childhood challenges overcome him. After 45 years (in this i https://t.co/nvv6dWWO59,NEUTRAL
"""The way we communicate with others and with ourselves ultimately determines the quality of our lives.""
-Tony Robbins",NEUTRAL
"Dont waste time, secure your tickets to our Networking Breakfast with Dr. John Demartini, on 24th May https://t.co/Z52azRupph",NEUTRAL
"What a lousy Bank with NO customer service. As a new business customer I've never experienced such bad customer service. You can't get through on any telephone number, their online chat service can't answer any questions and as yet I haven't found and email address to contact them.",NEGATIVE
"Amen. Thank you Tony, for making a philosophical stand in this nation when we need it most????",POSITIVE
"Once again, sod all for existing customers.",NEGATIVE
"My son and I spent 3 months in ICU, taking care of my husband after STEMI + cardiac arrest. His heart stopped working for more than 10 minutes. 
From day my son and I were moving, massaging and exercising my husbands limbs trying to mimic daily movements while in 0 stage in coma. Our action resulted in preserving joints and limbs from excessive calcification due to hypoxia. 
According to statistics my husband had 0.003% to survive. I made decision to take my husband home instead sending him to complex care. 
......
Epilog: after 5 years of persistency, repetition, discipline... my husband can talk, walk and he is happy with his new life.",NEUTRAL
"??An extraordinary message from Dr John Demartini for the Brainstorm Strategy entrepreneurship community.

??We are h https://t.co/EH1wIHh585",POSITIVE
"People who succeed have momentum. The more they succeed, the more they want to succeed, and the more they find a wa https://t.co/rcvdd2iPiy",NEUTRAL
"RT @sj_talks: ""Podcast"" is a best feature added by @amazonmusic ever! 

It's a delight to keep listening to @naval @simonsinek @mindvalleyâ€¦",POSITIVE
"@richardphipps7 @AndrewRear @santanderuk me too, then now and then , I get surprised by it all!",POSITIVE
"""The more we are grateful for what we have, the more we will get to be thankful for."" Dr John Demartini https://t.co/0Ik4MfL1if",NEUTRAL
@Bashir_King @HNalukada @xmanldn @FarahMaalimM White people thought we needed their Barclays .. anytime you're on mobile money you're going through a Kikuyu bank NCBA. You thrive on our infrastructure ... BTW I appreciate how hard Somali people work to get me cheap raw materials. I love how hard Indians work to manufacture,POSITIVE
Call wait times are horrendous! Was on hold for over an hour today before giving up. Live chat has disappeared and my local branch is closed due to covid restrictions!,NEGATIVE
"Outstanding day of expansion and growth. Grateful to share the day with everyone! ????
Tony Robbins , Kevin Oleary, https://t.co/e7BqSCcVg5",POSITIVE
"Please please stay clear of this bank and do your research, they have STOLEN government trust fund money from my son and many other families, wouldnâ€™t like my savings in this bank if the rumours are true.",NEGATIVE
"Your customer services and your in store colleagues really need to get some training and be on the same page. Never had a problem with you until December and now it's just an absolute joke. Left without a debit card for 2 weeks and been told different things by staff on the phone to be told something entirely different in branch. Been down today to try and open an account after being told the online application wasn't successful 8 times!! Told by your customer services online and on the phone that we could do this in branch so actually mads the trip to go to a branch and no, you can't open an account!! Absolute joke, if yous are going to fob customers off at least have the same story.",NEGATIVE
Starting tomorrow - #UPW - Unleash the Power Within med #TonyRobbins https://t.co/8AXpX3APOD,POSITIVE
Thank youðŸŒ±,POSITIVE
"RT @nikkiviljoen: ""The more you are grateful for what you have the more you will get to be grateful for."" Dr John Demartini #ThinkBigSundayâ€¦",NEUTRAL
"I like good old-fashioned cash but having been shielding for 6 months haven't had a chance to spend any.  I summoned up all my courage today to go into the bank to pay some into my account and swap the rest for new notes as I have no idea how long we will be shut in for.  The Welsh Dragon behind the counter refused point blank to swap them out, told me to spend it or pay it into my account!  DON'T TELL ME WHAT TO DO WITH MY MONEY!!ðŸ¤¬ I had already paid in the bulk but wanted to keep some in the house for emergencies.  Why did they refuse to take them?",NEGATIVE
