,review,Sentiment,words_entity_spacy,words_entity_bert
81,"The thrashed Negroni: put 3/4 of Coffee liqueur. Add 1/2 of Champagne, and 1/4 of sour mix. Add ice. 
Gulp it like @travisk.

Proost !",NEUTRAL,"[('3/4', 'Numerals that do not fall under another type'), ('Coffee', 'Companies, agencies, institutions, etc.'), ('1/2', 'Numerals that do not fall under another type'), ('Champagne', 'Companies, agencies, institutions, etc.'), ('1/4', 'Numerals that do not fall under another type')]","[('Negro', 'B-PER')]"
82,"@travisk Mister Travis
I send you from Cairo.
 There is a disaster in Uber because of the support staff and their tâ€¦ https://t.co/Z5iDk2THSE",NEGATIVE,"[('Travis', 'People, including fictional'), ('Cairo', 'Countries, cities, states'), ('Uber', 'People, including fictional'), ('¦', 'People, including fictional')]","[('Travis', 'I-PER'), ('Cairo', 'B-LOC'), ('U', 'B-ORG'), ('##ber', 'I-ORG')]"
83,"@FSFmoney I definitely use audio for podcasts way more often. The last two books I read via audio were The Thank You Economy by @garyvee and Unshakeable by @TonyRobbins 

Author narration was awesome",POSITIVE,"[('@FSFmoney', 'Companies, agencies, institutions, etc.'), ('two', 'Numerals that do not fall under another type'), ('The Thank You Economy', 'Companies, agencies, institutions, etc.')]","[('F', 'B-ORG'), ('##SF', 'I-ORG'), ('##mon', 'I-ORG'), ('The', 'B-MISC'), ('Thank', 'I-MISC'), ('You', 'I-MISC'), ('Economy', 'I-MISC'), ('Tony', 'B-ORG'), ('##R', 'I-ORG'), ('##ob', 'I-ORG'), ('##bin', 'I-ORG')]"
84,"@travisk Hi boss. I do not know why you are so helpfull but your workers in uber are On the contrary, they make difâ€¦ https://t.co/x0aZERajSn",NEGATIVE,"[('¦', 'People, including fictional')]",[]
85,Very nice of you to care so much. What a shame your customer service is so useless. Always passing the buck and always refering you back to the telephone rather than on line chat. Disgusting attitude to genuine concerns. Still waiting for a letter sent 3 weeks ago and reminded you but STILL no letter or answer fro. Customer. care. You have even paid money into my account yet wont tell me why it break down the details. So  So shoddy and uncaring,NEGATIVE,"[('3 weeks ago', 'Absolute or relative dates or periods')]",[]
86,I want to tell you that the Mastermind program put together by Dean Graziosi and Tony Robbins is the absolute BEST https://t.co/iE8VV7LUK3,POSITIVE,"[('Dean Graziosi', 'Companies, agencies, institutions, etc.'), ('Tony Robbins', 'People, including fictional')]","[('Master', 'B-MISC'), ('##mind', 'I-MISC'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
87,RT @introbiz: ?? Star of The Secret and Global entrepreneur; Dr John Demartini is flying to Cardiff for our Networking Breakfast. It's going,NEUTRAL,"[('John Demartini', 'People, including fictional'), ('Networking Breakfast', 'Non-GPE locations, mountain ranges, bodies of water')]","[('Star', 'B-ORG'), ('of', 'I-ORG'), ('The', 'I-ORG'), ('Secret', 'I-ORG'), ('Global', 'I-ORG'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('Cardiff', 'B-LOC'), ('Network', 'B-ORG'), ('##ing', 'I-ORG'), ('Breakfast', 'I-ORG')]"
88,2 months to open a Business Account !? and still it is not open; no one can inform me how much longer; do you seriously want me to go to Barclays Bank ?,NEGATIVE,"[('2 months', 'Absolute or relative dates or periods'), ('Business Account', 'Non-GPE locations, mountain ranges, bodies of water'), ('Barclays Bank', 'Companies, agencies, institutions, etc.')]","[('Business', 'B-MISC'), ('A', 'I-MISC'), ('##cco', 'I-MISC'), ('##unt', 'I-MISC'), ('!', 'I-MISC'), ('Barclay', 'B-ORG'), ('##s', 'I-ORG'), ('Bank', 'I-ORG')]"
89,RT @CholorecordsAja: @RealSaavedra @KnorrMelvin @TheShieldWWE @RandPaul @RickSantorum @Hayes1954Hayes @JECarter4 @daveo515 @gunnette @Bieda…,NEUTRAL,"[('@KnorrMelvin @TheShieldWWE', 'People, including fictional'), ('@JECarter4 @daveo515', 'People, including fictional'), ('@Bieda', 'Companies, agencies, institutions, etc.')]","[('##cor', 'I-ORG'), ('K', 'B-ORG'), ('##nor', 'I-ORG'), ('##r', 'I-ORG'), ('##M', 'I-ORG'), ('##el', 'I-ORG'), ('##vin', 'I-ORG'), ('##S', 'I-ORG'), ('##hi', 'I-ORG'), ('Rand', 'B-ORG'), ('##P', 'I-ORG'), ('##aul', 'I-ORG'), ('Rick', 'B-PER'), ('##S', 'I-PER'), ('##ant', 'I-PER'), ('Hayes', 'B-ORG'), ('B', 'B-LOC')]"
90,i am not happy as i  did a switch over for the 24th and not heard nothing and i did send a massage on facebook about it,NEGATIVE,"[('the 24th', 'Absolute or relative dates or periods')]",[]
91,"@TonyRobbins, Dean Graziosi &amp; @RussellBrunson! These are 3 people I admire the most when it comes to business, succâ€¦ https://t.co/J4Wj5089En",POSITIVE,"[('Dean Graziosi &', 'Companies, agencies, institutions, etc.'), ('3', 'Numerals that do not fall under another type'), ('¦', 'People, including fictional')]","[('Tony', 'B-PER'), ('##R', 'I-PER'), ('##ob', 'I-PER'), ('##bin', 'I-PER'), ('##s', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('Russell', 'B-PER'), ('##B', 'I-PER'), ('##run', 'I-PER'), ('##son', 'I-PER')]"
92,Sarah Krzyzanowski Elvis Ramos wow,POSITIVE,"[('Sarah Krzyzanowski Elvis Ramos', 'People, including fictional')]","[('Sarah', 'B-PER'), ('K', 'I-PER'), ('##rz', 'I-PER'), ('##y', 'I-PER'), ('##zano', 'I-PER'), ('Elvis', 'B-PER'), ('Ramos', 'I-PER')]"
93,I have been waiting for business banking 47minutes and still on hold terrible service,NEGATIVE,"[('47minutes', 'Numerals that do not fall under another type')]",[]
94,@driver_x_oz @dkhos @Uber @dkhos was just another @travisk â€” only difference Dara didnâ€™t party around the globe andâ€¦ https://t.co/h3wNK3aUrW,NEGATIVE,"[('@dkhos', 'Companies, agencies, institutions, etc.'), ('@travisk', 'Nationalities or religious or political groups'), ('¦', 'People, including fictional')]",[]
95,"Hi all,

This is an event NOT TO BE MISSED!

Dr. John DeMartini will be in Dublin at the end of May.

Get your tick https://t.co/ifLUl06gGj",NEUTRAL,"[('John DeMartini', 'People, including fictional'), ('Dublin', 'Countries, cities, states'), ('the end of May', 'Absolute or relative dates or periods')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##M', 'I-PER'), ('##art', 'I-PER'), ('##ini', 'I-PER'), ('Dublin', 'B-LOC')]"
96,"@travisk 
SO your company accuses drivers that are war vets that are honest and professional. You guys accuse them… https://t.co/UBT6xJzrEg",NEGATIVE,[],[]
97,#Introbiz are so delighted to announce Dr John DeMartini one of the Worlds Top Entrepreneurs will be flying into Caâ€¦ https://t.co/WDMA50Bfmr,NEUTRAL,"[('John DeMartini', 'People, including fictional'), ('the Worlds Top Entrepreneurs', 'Buildings, airports, highways, bridges, etc.'), ('Caâ€', 'Objects, vehicles, foods, etc. (not services)')]","[('In', 'B-ORG'), ('##tro', 'B-ORG'), ('##bi', 'I-ORG'), ('John', 'B-PER'), ('De', 'I-PER'), ('##M', 'I-PER'), ('##art', 'I-PER'), ('##ini', 'I-PER'), ('Worlds', 'B-MISC'), ('Top', 'I-MISC')]"
98,"@Jason @dkhos @Uber @UberEats â€œMasterful jobâ€ eh? 
@travisk: ðŸ˜ (I built this ish!) lol",NEUTRAL,"[('@Jason', 'Companies, agencies, institutions, etc.')]","[('U', 'B-ORG')]"
99,Dr. John DeMartini has a message for every one https://t.co/eI24xgn9oI,NEUTRAL,"[('John DeMartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##M', 'I-PER'), ('##art', 'I-PER'), ('##ini', 'I-PER')]"
100,@UberINSupport I told you that i need apology from the defaulter rather than your scripted templates. I also need c https://t.co/RCfm4Hveq5,NEGATIVE,[],"[('U', 'B-ORG'), ('##ber', 'I-ORG'), ('##IN', 'I-ORG'), ('##S', 'I-ORG'), ('##up', 'I-ORG'), ('##port', 'I-ORG')]"
101,"Making my way through this amazing program , thank you so much for the opportunityâ£ï¸ @sportingedgecom @santanderuk @BrunelPDC #SantanderUniGrowth https://t.co/dMqSnqK1oC",POSITIVE,[],[]
102,@wiseconnector I said that I would meet Tony Robbins and everyone said that I was nuts but I met him several times!! ??????,POSITIVE,"[('Tony Robbins', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
103,This coming Sunday I will be back at Agape after spending over 100 hours studying with Dr John Demartini. I am so l https://t.co/qQYabRkTZw,NEUTRAL,"[('This coming Sunday', 'Absolute or relative dates or periods'), ('Agape', 'People, including fictional'), ('100 hours', 'Times smaller than a day'), ('John Demartini', 'People, including fictional')]","[('A', 'B-ORG'), ('##ga', 'I-ORG'), ('##pe', 'I-ORG'), ('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER')]"
104,"#kbbmethod exciting event with Tony Robbins, Dean Graziosi and Russell Brunson!!! ðŸ¤—ðŸ‘ðŸ» https://t.co/5Zwks1ELID",POSITIVE,"[('#', 'Numerals that do not fall under another type'), ('Tony Robbins', 'People, including fictional'), ('Dean Graziosi', 'Companies, agencies, institutions, etc.'), ('Russell Brunson', 'People, including fictional'), ('ðŸ¤—ðŸ‘\x8fðŸ\x8f', 'Companies, agencies, institutions, etc.')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER'), ('##i', 'I-PER'), ('Russell', 'B-PER'), ('B', 'I-PER'), ('##run', 'I-PER'), ('##son', 'I-PER')]"
105,"@UberINSupport I'm going to uninstall your app, this is pathetic and will raise multiple things and approach furthe https://t.co/JwGz66lVOO",NEGATIVE,[],"[('U', 'B-ORG'), ('##ber', 'I-ORG'), ('##IN', 'I-ORG'), ('##S', 'I-ORG'), ('##up', 'I-ORG')]"
106,Have been on hold to HSBC since 10.00 am this morning.  Call cuts out after 4 hours of waiting so this is the third attempt today. Is anybody there ?,NEGATIVE,"[('HSBC', 'Companies, agencies, institutions, etc.'), ('10.00 am this morning', 'Times smaller than a day'), ('4 hours', 'Times smaller than a day'), ('third', '""first"", ""second"", etc.'), ('today', 'Absolute or relative dates or periods')]","[('H', 'B-ORG'), ('##SB', 'I-ORG'), ('##C', 'I-ORG')]"
107,I'll think you'll find that EVERY business owner is in fear of being rejected for a loan....,NEGATIVE,[],[]
108,"I decided to be better everyday on my work life and relationship.
I started with
1. finish my books list 
2. think positively to every situation in my life 
3. be nice to all people around me
4. be confident to think big

I'm first met Tony on Netflix (where am I such a long time) , You are amazing!!!

I will finish reading your book I promise (trying to get one first)",POSITIVE,"[('1', 'Numerals that do not fall under another type'), ('2', 'Numerals that do not fall under another type'), ('3', 'Numerals that do not fall under another type'), ('4', 'Numerals that do not fall under another type'), ('first', '""first"", ""second"", etc.'), ('Tony', 'People, including fictional'), ('Netflix', 'Countries, cities, states'), ('one', 'Numerals that do not fall under another type')]","[('Tony', 'B-PER'), ('Netflix', 'B-LOC')]"
109,I love it. Live by design. Thanks so much Dr. John Demartini,POSITIVE,"[('John Demartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
110,"@ana_captures Thank you - hope you stay safe out there, too! ðŸ˜Š ^Mill",POSITIVE,[],[]
111,"There's no point bothering about anything at the moment, takes age's getting through on the phone and all the local branches shut at 3pm and don't open on Saturdays, not good for those who are working through this epidemic.",NEGATIVE,"[('3pm', 'Times smaller than a day'), ('Saturdays', 'Absolute or relative dates or periods')]",[]
112,"@TomBilyeu HeyTom... your insight here resonates so strong in my being, your 100% right. Im 40 yrs old, travelled https://t.co/Iy3CooYG8r",POSITIVE,"[('@TomBilyeu HeyTom', 'People, including fictional'), ('100%', 'Percentage, including ""%""'), ('40', 'Numerals that do not fall under another type')]","[('Tom', 'B-PER'), ('##B', 'I-PER'), ('##ily', 'I-PER')]"
113,"Happy 1st Mothers Day Sage! You are positively glowing, the baby is so blessed to have you two as parents!",POSITIVE,"[('1st Mothers Day Sage', 'Absolute or relative dates or periods'), ('two', 'Numerals that do not fall under another type')]","[('##s', 'I-MISC'), ('Day', 'I-MISC')]"
114,"This is going to be Awesome and it begins in less than an hour!! 

Hereâ€™s the link to join in the fun  --&gt;â€¦ https://t.co/OnqbdwzFJT",NEUTRAL,"[('Awesome', 'Companies, agencies, institutions, etc.'), ('less than an hour', 'Times smaller than a day'), ('¦', 'People, including fictional')]",[]
115,"RT @wilko_k: I consider myself blessed to have worked and studied with some of today's greatest teachers, including Jack Canfield, Dr. Joe…",POSITIVE,"[('today', 'Absolute or relative dates or periods'), ('Jack Canfield', 'People, including fictional'), ('Joe', 'People, including fictional')]","[('Jack', 'B-PER'), ('Can', 'I-PER'), ('##field', 'I-PER'), ('Joe', 'B-PER')]"
116,"The skillset, without the mindset, will just leave you upset  Dr John DeMartini",NEUTRAL,"[('John DeMartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##M', 'I-PER'), ('##art', 'I-PER')]"
117,"@01l_m8nd8r1n @IanKingSky @SkyNews #mtro has plenty of legs. The huge sale to NatWest a couple of weeks ago has transformed the company. The shares are still extremely lowly rated. Patience is key, this will be a big winner, currently 150p far too low on fundamentals. #ftse",POSITIVE,"[('NatWest', 'Companies, agencies, institutions, etc.'), ('150p', 'Objects, vehicles, foods, etc. (not services)'), ('#', 'Numerals that do not fall under another type')]","[('Ian', 'B-PER'), ('##K', 'I-PER'), ('##S', 'I-ORG'), ('Sky', 'B-ORG'), ('##N', 'I-ORG'), ('##ews', 'I-ORG'), ('Nat', 'B-ORG'), ('##W', 'I-ORG'), ('##est', 'I-ORG')]"
118,"If you dont fill your day with high priority actions, low priority distractions will fill your day. - Dr John DeMartini @DemartiniDr#",NEUTRAL,"[('John DeMartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##M', 'I-PER'), ('##art', 'I-PER'), ('De', 'B-LOC'), ('##mart', 'I-LOC')]"
119,That's the balance.of.life...pain.and pleasure..yin yang effectðŸ¥³,NEUTRAL,"[('yin yang', 'People, including fictional')]",[]
120,Using the power of decision gives U the capacity 2 get past any excuse 2 change any &amp; every part of your life in an instant ~ Tony Robbins,NEUTRAL,"[('2', 'Numerals that do not fall under another type'), ('2', 'Numerals that do not fall under another type'), ('Tony Robbins', 'People, including fictional')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER')]"
121,"Any area of your life that you don't empower is an area someone else will overpower.
â€“Dr John Demartini",NEUTRAL,"[('John Demartini', 'People, including fictional')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER')]"
122,"@Rich_W17 Good morning, thank you for reaching out to us. We are here to help. Could you send us a DM with your full name, post code, sort code and the last 4 digits of your mobile number, please? Mark https://t.co/BbmcXsMXyM",POSITIVE,"[('morning', 'Times smaller than a day'), ('4', 'Numerals that do not fall under another type'), ('Mark', 'People, including fictional')]","[('D', 'B-MISC')]"
123,"Oh....my.....goodness.... ??

I just finished interviewing Dr John Demartini for my Youtube channel ""Property Lunch with Giuseppe"". I am still shaking ??
Episode will be live tomorrow! https://t.co/X1F7PowloO",POSITIVE,"[('John Demartini', 'People, including fictional'), ('Youtube', 'People, including fictional'), ('Property Lunch with Giuseppe', 'Titles of books, songs, etc.'), ('tomorrow', 'Absolute or relative dates or periods')]","[('John', 'B-PER'), ('De', 'I-PER'), ('##mart', 'I-PER'), ('##ini', 'I-PER'), ('You', 'B-ORG'), ('##tub', 'I-ORG'), ('Property', 'B-MISC'), ('Lu', 'I-MISC'), ('##nch', 'I-MISC'), ('Giuseppe', 'B-PER')]"
124,Tony Robbins and Dean Graziosi https://t.co/FWes6CUQ6X To Profit From hiddenâ€ $355 million dollars a day industry.  https://t.co/Tds8YBgvSR,NEUTRAL,"[('Tony Robbins', 'People, including fictional'), ('Dean Graziosi To Profit', 'Companies, agencies, institutions, etc.'), ('$355 million dollars', 'Monetary values, including unit')]","[('Tony', 'B-PER'), ('Robbins', 'I-PER'), ('Dean', 'B-PER'), ('G', 'I-PER'), ('##raz', 'I-PER'), ('##ios', 'I-PER')]"
